blockId,x,y,z,faces
minecraft:air,5,3,1,N:1|S:1|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:mossy_cobblestone,5,3,2,N:0|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,5,3,3,N:1|S:0|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,4,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,5,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,6,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,7,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,8,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,9,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,10,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,11,N:1|S:0|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,5,3,12,N:0|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,5,3,13,N:1|S:1|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,1,N:1|S:1|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:mossy_cobblestone,6,3,2,N:1|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,6,3,3,N:1|S:0|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,4,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,5,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,6,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,7,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,8,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,9,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,10,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,11,N:1|S:0|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,6,3,12,N:0|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,6,3,13,N:1|S:1|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,1,N:1|S:1|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,7,3,2,N:0|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,7,3,3,N:1|S:0|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,4,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,5,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,6,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,7,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,8,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,9,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,10,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,11,N:1|S:0|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,7,3,12,N:1|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,7,3,13,N:1|S:1|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,1,N:1|S:1|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,8,3,2,N:1|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,8,3,3,N:1|S:0|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,4,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,5,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,6,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,7,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,8,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,9,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,10,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,11,N:1|S:0|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,8,3,12,N:0|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,8,3,13,N:1|S:1|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,8,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,9,3,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,9,3,1,N:1|S:1|E:1|W:0|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:cobblestone,9,3,2,N:0|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,9,3,3,N:1|S:0|E:0|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,9,3,4,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,9,3,5,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,9,3,6,N:1|S:1|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,9,3,7,N:1|S:1|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,9,3,8,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,9,3,9,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,9,3,10,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,9,3,11,N:1|S:0|E:1|W:0|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:cobblestone,9,3,12,N:0|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,9,3,13,N:1|S:1|E:0|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,9,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,10,3,0,N:1|S:1|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,10,3,1,N:0|S:1|E:1|W:0|U:1|D:1|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:cobblestone,10,3,2,N:0|S:1|E:0|W:0|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_stairs,10,3,3,N:1|S:0|E:0|W:1|U:1|D:0|shape:STAIR|facing:east|half:top
minecraft:air,10,3,4,N:1|S:1|E:0|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,10,3,5,N:0|S:1|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone_stairs,10,3,6,N:0|S:1|E:1|W:0|U:1|D:1|shape:STAIR|facing:south|half:bottom
minecraft:cobblestone,10,3,7,N:1|S:0|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,10,3,8,N:1|S:0|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,10,3,9,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,10,3,10,N:1|S:1|E:1|W:0|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_stairs,10,3,11,N:1|S:0|E:1|W:0|U:1|D:0|shape:STAIR|facing:east|half:top
minecraft:cobblestone,10,3,12,N:0|S:1|E:0|W:0|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,10,3,13,N:0|S:1|E:0|W:1|U:1|D:1|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:air,10,3,14,N:1|S:1|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,11,3,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,11,3,1,N:1|S:1|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_fence,11,3,2,N:0|S:1|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,11,3,3,N:0|S:1|E:0|W:0|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_stairs,11,3,4,N:1|S:0|E:0|W:1|U:1|D:0|shape:STAIR|facing:north|half:top
minecraft:air,11,3,5,N:1|S:0|E:0|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,11,3,6,N:1|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,11,3,7,N:1|S:0|E:1|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,11,3,8,N:1|S:0|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,11,3,9,N:1|S:0|E:1|W:0|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_stairs,11,3,10,N:1|S:0|E:1|W:0|U:1|D:0|shape:STAIR|facing:south|half:top
minecraft:cobblestone,11,3,11,N:0|S:1|E:0|W:0|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_fence,11,3,12,N:0|S:1|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,11,3,13,N:1|S:1|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,11,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,12,3,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,12,3,1,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,12,3,2,N:1|S:1|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_fence,12,3,3,N:0|S:1|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,12,3,4,N:0|S:1|E:0|W:0|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:cobblestone,12,3,5,N:0|S:0|E:0|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:mossy_cobblestone,12,3,6,N:1|S:0|E:0|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,12,3,7,N:0|S:0|E:0|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:mossy_cobblestone,12,3,8,N:1|S:0|E:0|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,12,3,9,N:0|S:0|E:0|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,12,3,10,N:0|S:1|E:0|W:0|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_fence,12,3,11,N:0|S:1|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,12,3,12,N:1|S:1|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,12,3,13,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,12,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,1,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,2,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,3,N:1|S:1|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,13,3,4,N:0|S:1|E:1|W:1|U:0|D:1|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:air,13,3,5,N:1|S:1|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,6,N:1|S:1|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,7,N:1|S:1|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,8,N:1|S:1|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,9,N:1|S:1|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,13,3,10,N:0|S:1|E:1|W:1|U:0|D:1|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:air,13,3,11,N:1|S:1|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,12,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,13,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,13,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,1,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,2,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,3,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,4,N:1|S:1|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,5,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,6,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,7,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,8,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,9,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,10,N:1|S:1|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,11,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,12,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,13,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,14,3,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,1,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,2,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,3,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,4,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,5,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,6,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,7,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,8,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,9,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,10,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,11,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,12,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,13,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,0,4,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,1,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,2,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,3,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,4,N:0|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,5,N:1|S:1|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,1,4,6,N:1|S:1|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,1,4,7,N:1|S:1|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,1,4,8,N:1|S:1|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,1,4,9,N:1|S:1|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,1,4,10,N:0|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,11,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,12,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,13,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,1,4,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,2,4,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,2,4,1,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,2,4,2,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,2,4,3,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,2,4,4,N:0|S:1|E:1|W:0|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,2,4,5,N:0|S:1|E:1|W:0|U:1|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:dark_oak_slab,2,4,6,N:0|S:0|E:0|W:0|U:1|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:dark_oak_slab,2,4,7,N:0|S:0|E:0|W:0|U:1|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:dark_oak_slab,2,4,8,N:0|S:0|E:0|W:0|U:1|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:dark_oak_slab,2,4,9,N:0|S:1|E:0|W:1|U:1|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:air,2,4,10,N:0|S:1|E:0|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,2,4,11,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,2,4,12,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,2,4,13,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,2,4,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,3,4,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,3,4,1,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,3,4,2,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,3,4,3,N:0|S:1|E:1|W:0|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:cobblestone,3,4,4,N:0|S:0|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_planks,3,4,5,N:1|S:0|E:0|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_planks,3,4,6,N:1|S:0|E:0|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_planks,3,4,7,N:1|S:0|E:0|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_planks,3,4,8,N:1|S:0|E:0|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_planks,3,4,9,N:1|S:0|E:0|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:cobblestone,3,4,10,N:0|S:0|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,3,4,11,N:0|S:1|E:0|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,3,4,12,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,3,4,13,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,3,4,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,1,N:0|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,2,N:0|S:1|E:1|W:0|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:cobblestone,4,4,3,N:0|S:0|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,4,4,4,N:1|S:0|E:0|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,5,N:1|S:0|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,6,N:1|S:0|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,7,N:1|S:0|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,8,N:1|S:0|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,9,N:1|S:0|E:1|W:1|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,10,N:1|S:0|E:1|W:0|U:0|D:1|shape:FULL|facing:none|half:none
minecraft:mossy_cobblestone,4,4,11,N:0|S:0|E:1|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,4,4,12,N:0|S:1|E:0|W:1|U:1|D:0|shape:FULL|facing:none|half:none
minecraft:air,4,4,13,N:0|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,4,4,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,1,N:1|S:1|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,5,4,2,N:0|S:1|E:1|W:0|U:1|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:dark_oak_planks,5,4,3,N:1|S:0|E:0|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,5,4,4,N:1|S:0|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,5,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,6,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,7,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,8,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,9,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,10,N:1|S:0|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_planks,5,4,11,N:1|S:0|E:1|W:0|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,5,4,12,N:0|S:1|E:0|W:1|U:1|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:air,5,4,13,N:1|S:1|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,5,4,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,1,N:1|S:1|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,6,4,2,N:0|S:0|E:1|W:0|U:0|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:dark_oak_planks,6,4,3,N:1|S:0|E:0|W:1|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:air,6,4,4,N:1|S:0|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,5,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,6,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,7,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,8,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,9,N:1|S:0|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,10,N:1|S:0|E:1|W:0|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:dark_oak_planks,6,4,11,N:1|S:0|E:1|W:0|U:0|D:0|shape:FULL|facing:none|half:none
minecraft:dark_oak_slab,6,4,12,N:0|S:0|E:0|W:1|U:0|D:0|shape:SLAB_BOTTOM|facing:none|half:none
minecraft:air,6,4,13,N:1|S:1|E:0|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,6,4,14,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
minecraft:air,7,4,0,N:1|S:1|E:1|W:1|U:1|D:1|shape:FULL|facing:none|half:none
